641489 11:31:10.038236 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000045>
641489 11:31:10.038462 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001105>
641489 11:31:10.039737 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000041>
641489 11:31:10.039914 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001102>
641489 11:31:10.041147 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000042>
641489 11:31:10.041325 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001147>
641489 11:31:10.042618 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000044>
641489 11:31:10.042841 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001142>
641489 11:31:10.044127 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000039>
641489 11:31:10.044298 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001176>
641489 11:31:10.045692 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000072>
641489 11:31:10.045988 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001203>
641489 11:31:10.047366 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000032>
641489 11:31:10.047697 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001228>
641489 11:31:10.049195 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000125>
641489 11:31:10.049484 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001190>
641489 11:31:10.050935 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000099>
641489 11:31:10.051229 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001204>
641489 11:31:10.052604 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000062>
641489 11:31:10.053021 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001241>
641489 11:31:10.054495 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000107>
641489 11:31:10.054787 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001182>
641489 11:31:10.056237 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000093>
641489 11:31:10.056484 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001160>
641489 11:31:10.057924 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000089>
641489 11:31:10.058202 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001169>
641489 11:31:10.059538 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000030>
641489 11:31:10.059795 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001183>
641489 11:31:10.061239 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000087>
641489 11:31:10.061469 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001081>
641489 11:31:10.062799 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000088>
641489 11:31:10.063166 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001201>
641489 11:31:10.064619 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000043>
641489 11:31:10.064922 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001144>
641489 11:31:10.066249 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000039>
641489 11:31:10.066434 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001115>
641489 11:31:10.067799 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000150>
641489 11:31:10.068148 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001204>
641489 11:31:10.069548 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000073>
641489 11:31:10.069858 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001135>
641489 11:31:10.071229 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000033>
641489 11:31:10.071442 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001156>
641489 11:31:10.072862 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000143>
641489 11:31:10.073264 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001155>
641489 11:31:10.074663 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000060>
641489 11:31:10.074965 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001182>
641489 11:31:10.076388 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000030>
641489 11:31:10.076601 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001121>
641489 11:31:10.077900 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000047>
641489 11:31:10.078147 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001198>
641489 11:31:10.079500 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000057>
641489 11:31:10.079753 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001155>
641489 11:31:10.081040 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000104>
641489 11:31:10.081300 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001183>
641489 11:31:10.082708 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000049>
641489 11:31:10.083042 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001222>
641489 11:31:10.084501 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000039>
641489 11:31:10.084780 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001182>
641489 11:31:10.086240 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000095>
641489 11:31:10.086502 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001178>
641489 11:31:10.087907 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000030>
641489 11:31:10.088072 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001209>
641489 11:31:10.089463 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000062>
641489 11:31:10.089771 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001171>
641489 11:31:10.091135 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000048>
641489 11:31:10.091398 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001106>
641489 11:31:10.092701 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000044>
641489 11:31:10.092926 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001136>
641489 11:31:10.094253 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000047>
641489 11:31:10.094457 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001163>
641489 11:31:10.095799 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000033>
641489 11:31:10.095985 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001158>
641489 11:31:10.097317 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000036>
641489 11:31:10.097499 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001118>
641489 11:31:10.098793 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000044>
641489 11:31:10.098988 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001176>
641489 11:31:10.100335 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000040>
641489 11:31:10.100555 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001108>
641489 11:31:10.101827 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000044>
641489 11:31:10.102023 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001111>
641489 11:31:10.103306 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000043>
641489 11:31:10.103526 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001109>
641489 11:31:10.104796 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000043>
641489 11:31:10.104994 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001185>
641489 11:31:10.106364 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000041>
641489 11:31:10.106585 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001244>
641489 11:31:10.108112 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000119>
641489 11:31:10.108451 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001106>
641489 11:31:10.109768 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000045>
641489 11:31:10.109980 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001144>
641489 11:31:10.111313 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000054>
641489 11:31:10.111559 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001104>
641489 11:31:10.112875 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000083>
641489 11:31:10.113119 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001141>
641489 11:31:10.114436 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000047>
641489 11:31:10.114703 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001169>
641489 11:31:10.116151 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000079>
641489 11:31:10.116446 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001139>
641489 11:31:10.117839 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000045>
641489 11:31:10.118092 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001135>
641489 11:31:10.119369 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000025>
641489 11:31:10.119513 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001208>
641489 11:31:10.120998 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000121>
641489 11:31:10.121396 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001154>
641489 11:31:10.122801 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000035>
641489 11:31:10.123002 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001145>
641489 11:31:10.124414 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000061>
641489 11:31:10.124713 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001172>
641489 11:31:10.126167 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000097>
641489 11:31:10.126426 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001164>
641489 11:31:10.127848 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000119>
641489 11:31:10.128143 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001153>
641489 11:31:10.129484 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000039>
641489 11:31:10.129773 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001235>
641489 11:31:10.131304 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000092>
641489 11:31:10.131608 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001119>
641489 11:31:10.132946 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000107>
641489 11:31:10.133249 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001274>
641489 11:31:10.134807 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000107>
641489 11:31:10.135139 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001137>
641489 11:31:10.136558 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000125>
641489 11:31:10.136971 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001158>
641489 11:31:10.138420 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000048>
641489 11:31:10.138700 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001188>
641489 11:31:10.140065 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000119>
641489 11:31:10.140423 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001107>
641489 11:31:10.141698 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000126>
641489 11:31:10.142002 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001174>
641489 11:31:10.143466 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000101>
641489 11:31:10.143855 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001221>
641489 11:31:10.145344 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000090>
641489 11:31:10.145660 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001220>
641489 11:31:10.147141 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000086>
641489 11:31:10.147436 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001214>
641489 11:31:10.148915 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000132>
641489 11:31:10.149257 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001157>
641489 11:31:10.150626 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000086>
641489 11:31:10.150897 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001253>
641489 11:31:10.152304 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000084>
641489 11:31:10.152541 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001201>
641489 11:31:10.153977 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000117>
641489 11:31:10.154294 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001236>
641489 11:31:10.155738 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000131>
641489 11:31:10.156111 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001212>
641489 11:31:10.157534 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000128>
641489 11:31:10.157943 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001281>
641489 11:31:10.159463 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000081>
641489 11:31:10.159763 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001174>
641489 11:31:10.161209 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000120>
641489 11:31:10.161506 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001163>
641489 11:31:10.162947 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000070>
641489 11:31:10.163219 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001241>
641489 11:31:10.164654 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000060>
641489 11:31:10.164971 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001206>
641489 11:31:10.166408 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000026>
641489 11:31:10.166655 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001206>
641489 11:31:10.168100 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000119>
641489 11:31:10.168412 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001126>
641489 11:31:10.169772 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000095>
641489 11:31:10.170063 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001223>
641489 11:31:10.171464 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000105>
641489 11:31:10.171746 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001153>
641489 11:31:10.173135 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000059>
641489 11:31:10.173380 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001186>
641489 11:31:10.174744 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000061>
641489 11:31:10.174988 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001113>
641489 11:31:10.176316 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000055>
641489 11:31:10.176535 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001174>
641489 11:31:10.177855 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000107>
641489 11:31:10.178199 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001197>
641489 11:31:10.179593 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000039>
641489 11:31:10.179822 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001225>
641489 11:31:10.181267 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000074>
641489 11:31:10.181473 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001175>
641489 11:31:10.182885 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000051>
641489 11:31:10.183080 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001167>
641489 11:31:10.184390 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000025>
641489 11:31:10.184627 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001167>
641489 11:31:10.186039 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000061>
641489 11:31:10.186291 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001131>
641489 11:31:10.187610 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000091>
641489 11:31:10.187965 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001211>
641489 11:31:10.189422 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000042>
641489 11:31:10.189626 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001136>
641489 11:31:10.190980 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000133>
641489 11:31:10.191380 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001141>
641489 11:31:10.192694 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000053>
641489 11:31:10.192873 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001207>
641489 11:31:10.194312 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000085>
641489 11:31:10.194599 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001187>
641489 11:31:10.196045 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000063>
641489 11:31:10.196256 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001221>
641489 11:31:10.197642 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000043>
641489 11:31:10.197871 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001200>
641489 11:31:10.199232 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000110>
641489 11:31:10.199490 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001141>
641489 11:31:10.200896 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000148>
641489 11:31:10.201298 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001203>
641489 11:31:10.202712 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000066>
641489 11:31:10.202945 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001181>
641489 11:31:10.204260 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000091>
641489 11:31:10.204483 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001187>
641489 11:31:10.205921 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000090>
641489 11:31:10.206209 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001101>
641489 11:31:10.207495 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000038>
641489 11:31:10.207702 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001178>
641489 11:31:10.209101 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000125>
641489 11:31:10.209419 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001152>
641489 11:31:10.210837 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000124>
641489 11:31:10.211233 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001199>
641489 11:31:10.212634 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000038>
641489 11:31:10.212861 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001140>
641489 11:31:10.214223 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000344>
641489 11:31:10.214825 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001165>
641489 11:31:10.216210 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000026>
641489 11:31:10.216376 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001152>
641489 11:31:10.217679 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000040>
641489 11:31:10.217872 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001104>
641489 11:31:10.219142 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000065>
641489 11:31:10.219375 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001116>
641489 11:31:10.220660 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000042>
641489 11:31:10.220854 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001129>
641489 11:31:10.222149 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000042>
641489 11:31:10.222340 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001101>
641489 11:31:10.223617 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000039>
641489 11:31:10.223804 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001145>
641489 11:31:10.225111 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000043>
641489 11:31:10.225308 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001187>
641489 11:31:10.226685 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000076>
641489 11:31:10.226952 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001169>
641489 11:31:10.228286 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000039>
641489 11:31:10.228560 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001188>
641489 11:31:10.230097 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000069>
641489 11:31:10.230326 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001208>
641489 11:31:10.231773 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000042>
641489 11:31:10.232018 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001167>
641489 11:31:10.233385 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000064>
641489 11:31:10.233708 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001233>
641489 11:31:10.235181 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000029>
641489 11:31:10.235344 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001191>
641489 11:31:10.236692 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000113>
641489 11:31:10.237043 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001237>
641489 11:31:10.238479 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000123>
641489 11:31:10.238883 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001148>
641489 11:31:10.240262 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000072>
641489 11:31:10.240467 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001207>
641489 11:31:10.241935 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000106>
641489 11:31:10.242233 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001168>
641489 11:31:10.243606 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000046>
641489 11:31:10.243837 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001097>
641489 11:31:10.245149 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000043>
641489 11:31:10.245511 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001114>
641489 11:31:10.246844 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000041>
641489 11:31:10.247131 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001125>
641489 11:31:10.248502 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000032>
641489 11:31:10.248704 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001121>
641489 11:31:10.250009 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000043>
641489 11:31:10.250187 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001149>
641489 11:31:10.251479 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000038>
641489 11:31:10.251690 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001157>
641489 11:31:10.253010 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000034>
641489 11:31:10.253179 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001149>
641489 11:31:10.254540 poll([{fd=3, events=POLLIN}], 1, 0) = 0 (Timeout) <0.000122>
641489 11:31:10.254944 poll([{fd=0, events=POLLIN}], 1, 1) = 0 (Timeout) <0.001122>
